DAY,MO,YR,HRS,OBS,TUVU,BLVU,OSPR,BAEA U,BAEA I,BAEA A,NOHA,SSHA,COHA,NOGO,RSHA,BWHA,SWHA,RTHA,RLHA,GOEA U,GOEA I,GOEA A,AMKE,MERL,PEFA,GYRF,MIKI,STKI,UNID ACCIPITER,UNID BUTEO,UNID EAGLE,UNID FALCON,UNID RAPTOR,RAPTORS,OBSERVERS
17,9,2014,11.25,1.5,0,0,7,0,0,0,1,9,1,0,0,79,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,101,"DAVIDHEISER,KELLER"
18,9,2014,11.42,1.42,0,0,8,0,3,3,1,19,4,0,0,750,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,795,BARBER
19,9,2014,12.25,1.69,0,1,7,0,4,5,2,28,5,0,2,740,0,4,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,804,"GOODRICH,CAMPBELL"
20,9,2014,10.42,2.36,0,0,6,0,2,7,3,36,7,0,2,591,0,2,0,0,0,0,5,2,1,0,0,0,1,0,0,0,0,665,"WLASNIEWSKI,SASSAMAN"
21,9,2014,10.02,2.73,0,0,11,2,0,1,0,39,4,0,1,586,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,649,"KRUEL,MERKER"
22,9,2014,10.12,1.69,2,5,19,0,11,16,1,105,5,0,0,110,0,1,0,0,0,0,49,7,4,0,0,0,3,1,0,0,4,343,"CARTER,MCMILLAN"
23,9,2014,10.75,2.67,0,1,0,0,1,2,0,14,4,0,0,42,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,76,"KELLER,SCHMOYER"
24,9,2014,10.75,1.42,2,0,4,0,1,0,2,47,2,0,0,76,0,1,0,0,0,0,1,1,1,0,0,0,3,0,0,0,1,142,"THERRIEN,BETTS"
25,9,2014,10.17,1.42,0,0,3,0,0,0,0,5,0,0,0,57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67,BARBER
26,9,2014,11.75,1.31,0,0,8,0,1,1,2,59,9,0,0,44,0,5,0,0,0,0,6,4,1,0,0,0,1,1,0,0,1,143,GOODRICH
27,9,2014,10.25,1.91,0,0,2,0,0,0,1,14,3,0,0,12,0,11,0,0,0,0,5,0,2,0,0,0,1,1,0,0,0,52,"CAMPBELL,DAVIDHISER"
28,9,2014,10.5,2.45,8,0,3,1,1,0,2,42,7,0,0,7,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,79,"WOOD,BLAUER"
29,9,2014,10,1,0,0,18,0,0,1,3,50,5,0,0,1,0,1,0,0,0,0,13,1,8,0,0,0,1,0,0,1,6,109,CARTER
30,9,2014,11,1.82,18,0,2,0,1,0,3,28,1,0,0,4,0,3,0,0,0,0,3,3,3,0,0,0,1,0,0,0,1,71,"FELDMAN,KOCH"
1,10,2014,10.25,1.64,16,0,6,0,1,4,1,49,4,0,0,3,0,2,0,0,0,0,8,1,0,0,0,0,4,1,0,0,1,101,THERRIEN
2,10,2014,10,1.8,0,0,9,0,0,0,3,27,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,47,"KOCH,HUGHES"
3,10,2014,10.5,1.91,11,0,20,2,0,2,1,38,13,0,0,1,0,4,0,0,0,0,1,4,2,0,0,0,2,2,0,3,2,108,"KELLER,SCHMOYER"
4,10,2014,8,1.89,0,0,12,0,1,0,2,81,9,0,0,0,0,2,0,0,0,0,11,6,4,0,0,0,1,0,0,0,0,129,"DEETER,SASSAMAN"
5,10,2014,10.5,2.36,0,0,2,0,1,1,4,207,16,0,1,1,0,2,0,0,0,0,9,6,1,0,0,0,0,0,0,0,0,251,"BLAUER,WLASNIEWSKI"
6,10,2014,9.75,1,0,0,12,1,4,3,3,126,12,0,0,0,0,3,0,0,0,0,5,2,2,0,0,0,8,2,0,2,7,192,"CARTER,(ELWELL)"
7,10,2014,7.53,1.8,30,0,2,0,1,1,0,99,3,0,2,3,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,146,"FELDMAN,KOCH"
8,10,2014,11.33,3.08,4,0,7,0,5,1,0,218,27,0,0,1,0,12,0,0,0,0,19,9,4,0,0,0,14,4,0,2,1,328,THERRIEN
9,10,2014,10,1.9,0,0,5,0,2,1,2,189,10,0,2,0,0,1,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,222,"KELLER,HUGHES"
10,10,2014,10.08,1.45,2,0,5,0,0,2,5,127,13,0,3,0,0,0,0,0,0,0,4,5,2,0,0,0,1,0,0,0,0,169,GOODRICH
11,10,2014,7,1.86,4,2,2,0,1,1,4,73,10,0,0,0,0,1,0,0,0,0,1,6,3,0,0,0,7,0,0,0,3,118,"KRUEL,MCMILLAN"
12,10,2014,10.25,2.82,138,8,3,0,1,1,4,109,16,0,8,4,0,24,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,323,"WOOD,HUGHES"
13,10,2014,5.5,0.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,5,CARTER
14,10,2014,8.58,2,247,8,0,1,0,2,9,99,19,0,0,0,0,3,0,0,2,0,0,5,3,0,0,0,1,0,0,0,3,402,"CAMPBELL,SCHMOYER"
15,10,2014,3,0.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,THERRIEN.LEWANDOWSKI
16,10,2014,9.25,1,10,0,14,0,2,2,1,145,17,0,0,2,0,13,0,0,0,0,3,7,2,0,0,0,1,0,0,0,3,222,BARBER
17,10,2014,10.42,1.45,26,3,16,0,2,1,3,327,30,0,2,0,0,11,0,0,0,0,10,12,4,0,0,0,0,0,0,0,0,447,GOODRICH
18,10,2014,10.17,2.55,0,0,7,0,3,5,2,312,23,0,0,0,0,14,0,0,0,0,32,19,1,0,0,0,1,0,0,0,1,420,"WLASNIEWSKI,DEETER"
19,10,2014,10.75,3.42,17,3,5,0,5,7,4,375,51,0,6,0,0,52,0,0,3,0,29,9,0,0,0,0,1,0,0,2,2,571,"MERKER,KRUEL"
20,10,2014,9.25,1,0,2,1,0,0,0,8,129,10,0,0,0,0,17,0,0,0,0,3,0,2,0,0,0,9,1,0,1,0,183,CARTER
21,10,2014,10.08,2,0,0,1,0,1,2,2,35,2,0,2,0,0,3,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,53,KELLER
22,10,2014,9.5,2.3,45,0,1,0,2,1,3,48,13,0,2,0,0,16,0,0,1,0,0,4,0,0,0,0,4,0,0,1,3,144,THERRIEN
23,10,2014,10,1,28,0,6,0,3,1,8,77,18,0,1,0,0,37,0,0,2,0,3,6,2,0,0,0,0,0,0,0,0,192,BARBER
24,10,2014,11,1.92,11,0,0,0,11,1,7,281,28,0,9,0,0,140,0,0,6,0,8,2,0,0,0,0,2,0,0,1,0,507,GOODRICH
25,10,2014,9.25,2.4,92,14,1,0,1,0,0,147,4,1,8,0,0,35,0,0,1,2,3,2,0,0,0,0,0,1,0,0,1,313,"SCHMOYER,CAMPBELL"
26,10,2014,11.17,3.33,35,0,1,0,12,7,1,230,14,0,4,0,0,106,0,0,12,10,5,4,0,0,0,0,0,0,0,0,0,441,"WOOD,BLAUER"
27,10,2014,9.75,1,0,0,1,0,0,0,0,100,2,0,2,0,0,15,0,0,3,2,0,1,1,0,0,0,4,3,1,0,1,136,CARTER.CHESTNUT
28,10,2014,10.08,1.82,11,0,0,0,0,0,1,96,4,0,7,0,0,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,139,"KELLER,KOCH"
29,10,2014,6.25,1.56,0,0,0,0,1,4,2,95,5,0,3,0,0,40,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,156,THERRIEN
30,10,2014,10.5,1,8,0,0,0,1,0,3,113,18,0,4,0,0,207,0,2,7,0,1,0,0,0,0,0,0,1,0,0,0,365,BARBER
31,10,2014,10,2.36,15,33,0,0,0,0,2,14,9,0,28,8,0,83,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,200,"GOODRICH,MCMILLAN"
1,11,2014,9.82,1.91,5,0,0,0,1,2,1,3,4,0,0,0,0,168,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,186,SASSMAN
2,11,2014,10,2,8,2,0,0,7,6,1,2,2,2,7,0,0,211,0,0,11,9,2,0,0,0,0,0,0,3,0,0,0,273,"KRUEL,HUGHES"
3,11,2014,9.18,1,0,7,0,0,1,0,4,14,1,2,2,0,0,55,0,0,10,0,0,0,1,0,0,0,1,0,1,0,0,99,CARTER
4,11,2014,8.83,2.89,62,18,0,0,3,0,4,3,0,1,3,1,0,41,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,138,"SCHMOYER,CAMPBELL"
5,11,2014,9,1.5,0,0,0,0,0,0,4,7,0,0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,THERRIEN
6,11,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BARBER
7,11,2014,9.75,2,4,0,0,0,6,5,5,20,9,0,11,0,0,118,0,0,9,12,1,1,2,0,0,0,0,0,0,0,0,203,GOODRICH
8,11,2014,9,1.9,0,0,0,0,5,4,6,13,2,0,7,0,0,124,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,165,"MCMILLAN,KRUEL"
9,11,2014,9.75,3.09,0,3,0,0,2,1,3,17,7,2,14,0,0,53,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,105,"WOOD,WLASNIEWSKI"
10,11,2014,8.75,1,0,1,0,0,1,1,1,6,1,0,1,0,0,34,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,53,CARTER
11,11,2014,7.25,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KELLER,CAMPBELL"
12,11,2014,9.67,1,7,0,1,0,1,2,3,11,5,0,0,0,0,21,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,56,BARBER
13,11,2014,8.42,1.2,1,0,0,0,0,0,0,2,0,1,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,GOODRICH
14,11,2014,9.5,4.9,38,7,0,1,10,5,1,5,1,2,11,0,0,86,0,2,3,3,0,2,5,0,0,0,1,0,0,1,2,186,THERRIEN
15,11,2014,9.17,2.3,0,4,0,0,1,0,0,3,4,3,9,0,0,35,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,63,"CAMPBELL,WLASNIEWSKI"
16,11,2014,9,2.44,1,13,0,0,0,0,3,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"WOOD,BLAUER"
17,11,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,11,2014,8.75,1.4,0,0,0,0,2,2,0,0,0,0,0,0,0,25,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,33,"KELLER,MERKER"
19,11,2014,8,1.13,1,2,0,0,2,0,0,0,0,0,3,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,THERRIEN
20,11,2014,8.75,1,0,0,0,0,0,1,2,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,BARBER
21,11,2014,8.83,1.2,0,0,0,0,8,2,0,3,1,0,2,0,0,45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,63,GOODRICH
22,11,2014,7,1.13,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"SASSAMAN,GOODRICH"
23,11,2014,7,1,2,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,BROWN
24,11,2014,8.25,1,0,5,0,0,2,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"CARTER,ELWELL"
25,11,2014,7.33,1,0,0,0,0,0,1,0,1,2,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,BROWN
26,11,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,11,2014,7.75,1.11,0,0,0,0,3,2,1,0,0,1,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,GOODRICH
28,11,2014,7.25,1,0,0,0,0,6,3,1,0,2,0,6,0,0,37,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,60,HUGHES
29,11,2014,7.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,MERKER
30,11,2014,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,.BLAUER
1,12,2014,7.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CARTER
2,12,2014,4,0.63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,THERRIEN
3,12,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,12,2014,8.5,1,0,0,0,0,3,1,0,2,3,1,0,0,0,33,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,47,BARBER
5,12,2014,4.5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOODRICH
6,12,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,12,2014,8,1.22,0,0,1,0,3,7,0,1,3,2,3,0,0,60,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,83,MERKER
8,12,2014,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,THERRIEN
9,12,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,12,2014,3.83,0.63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,CARTER
11,12,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,12,2014,8.17,1.56,0,0,0,0,1,3,0,0,1,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,GOODRICH
13,12,2014,6.5,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,DAVIDHEISER
14,12,2014,7.08,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,BARBER
15,12,2014,7.75,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CARTER
17,12,2014,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,MOSES  B
18,12,2014,5.25,2.5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,"SCHOLTES,ROBINSON"
19,12,2014,5.25,1,0,2,0,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,SCHOLTES 
25,12,2014,3.08,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,ROBINSON
28,12,2014,6.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"BROWN,ROBINSON"
30,12,2014,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,ROBINSON
12,8,2015,7.08,1.75,0,0,1,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"CAMPBELL,SCHOLTES,MOSES"
13,8,2015,3.33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,MOSES
15,8,2015,7.75,0.89,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,DAVIDHEISER
16,8,2015,7.5,1,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,FELDMAN
17,8,2015,8.5,1.22,0,0,1,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,14,"CARTER,MERKER"
18,8,2015,10.5,1.55,0,0,2,0,1,0,0,1,0,0,0,12,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,26,"KELLER,ROBINSON"
19,8,2015,7.5,1.78,0,0,0,1,0,0,0,1,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,THERRIEN
20,8,2015,8.5,0.82,0,0,2,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,BARBER
21,8,2015,10,1.5,0,0,2,0,0,2,0,2,0,0,1,6,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,21,"GOODRICH,JOE"
22,8,2015,9.75,1.91,0,0,3,0,1,1,0,2,2,0,0,31,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,45,KRUEL
23,8,2015,9.25,1.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BLAUER
24,8,2015,7.25,0.89,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,CARTER 
25,8,2015,7.5,1.44,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,CAMPBELL 
26,8,2015,10.25,2.82,2,0,3,0,2,3,1,2,1,0,0,10,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,32,"THERRIEN,KELLER"
27,8,2015,11.25,1.42,0,0,10,0,0,4,0,5,1,0,0,16,0,6,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,47,BARBER.KELLER
28,8,2015,11,1.92,1,0,0,0,0,0,0,2,0,0,0,11,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,"GOODRICH,ROBINSON"
29,8,2015,10.5,2,0,0,4,0,1,1,2,0,0,0,1,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,"DEETER,BROWN"
30,8,2015,8,1.78,0,0,1,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"HUGHES, MCMILLAN"
31,8,2015,8,1.67,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,"CARTER,RIEGER"
1,9,2015,8,1.67,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,11,"FELDMAN,ROBINSON"
2,9,2015,8.5,1.11,0,0,3,0,0,0,0,6,0,0,0,13,0,8,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,37,"DAVIDHEISER,THERRIEN"
3,9,2015,10.5,1.64,0,0,3,0,0,0,0,1,1,0,0,7,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,19,BARBER
4,9,2015,11.75,1.31,0,0,5,0,0,0,0,6,0,0,0,6,0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,27,GOODRICH
5,9,2015,11,2.83,0,0,10,0,1,1,1,12,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,34,"FRICK,ROBINSON"
6,9,2015,10.5,2.58,0,0,8,1,0,2,1,5,2,0,0,21,0,2,0,0,0,0,1,4,0,0,0,0,2,4,0,0,0,53,"WLASNIEWSKI,KRUEL"
7,9,2015,10.5,1.55,0,0,1,0,2,0,1,2,0,0,0,4,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,17,"KELLER,ROBINSON"
8,9,2015,10.5,2,1,0,4,0,1,2,1,9,2,0,0,16,0,0,0,0,0,0,15,9,0,0,0,0,1,0,0,0,1,62,"MERKER,SCHMOYER"
9,9,2015,10.67,1.33,0,0,3,0,1,0,0,9,1,0,0,4,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,25,GOODRICH
10,9,2015,4.08,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,7,THERRIEN
11,9,2015,12,1.62,1,0,6,0,4,2,1,18,7,0,0,52,0,3,0,0,0,0,9,4,1,0,0,0,1,0,0,0,3,112,"BARBER,HEVERN"
12,9,2015,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,"CAMPBELL,HUGHES"
13,9,2015,12.5,2.93,0,0,25,0,7,13,1,27,0,0,0,58,0,2,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,144,"WOOD,BLAUER"
14,9,2015,11.25,2,0,1,27,0,3,6,2,70,3,0,1,129,0,11,0,0,1,0,18,4,2,0,0,0,5,2,0,0,2,287,"CARTER,RIEGER"
15,9,2015,11.5,1.83,0,0,2,0,1,1,0,12,1,0,0,86,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,111,"KELLER,DAVIDHEISER"
16,9,2015,11.25,3.5,0,0,5,0,2,2,1,15,0,0,0,106,0,2,0,0,0,0,2,0,1,0,0,0,3,0,0,0,1,140,"THERRIEN,CHESTNUT"
17,9,2015,12.08,2.08,0,0,10,0,1,0,1,16,4,0,0,573,0,1,0,0,0,0,4,3,0,0,0,0,0,2,0,0,1,616,"BARBER,HEVERAN"
18,9,2015,11.5,2.17,1,1,17,0,1,3,0,19,5,0,0,1532,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,3,1589,"GOODRICH,DAVIDLHEISER"
19,9,2015,11,1.83,0,0,20,0,1,0,1,40,7,0,0,443,0,3,0,0,1,0,6,3,0,0,0,0,1,0,0,0,1,527,"DAVIDHEISER,MCMILLAN"
20,9,2015,12.33,2,0,0,7,0,3,3,0,18,13,0,0,451,0,0,0,0,0,0,14,1,0,0,0,0,1,3,0,0,0,514,"BROWN,MCMILLAN"
21,9,2015,10.5,1,0,0,11,0,1,1,1,10,1,0,0,138,0,7,0,0,0,0,2,0,0,0,0,0,0,3,0,0,5,180,CARTER
22,9,2015,8.85,2,0,1,0,0,0,0,2,19,7,0,0,45,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,81,"SCHMOYER,FELDMAN"
23,9,2015,10.33,2.73,0,0,7,0,3,2,1,6,0,0,0,553,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,1,5,585,"THERRIEN,PABLO"
24,9,2015,12,1,0,0,13,0,4,4,2,31,5,0,0,410,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,4,481,BARBER
25,9,2015,11,1.55,1,1,9,2,8,1,2,35,6,0,0,408,0,3,0,0,0,0,6,2,1,0,1,0,0,0,0,1,4,491,GOO DRICH
26,9,2015,11,2,0,0,13,2,1,3,0,45,15,0,1,382,0,0,0,0,0,0,7,1,3,0,0,0,1,1,0,1,1,477,"MERKER,BROWN"
27,9,2015,11,2.64,0,0,6,0,2,0,1,22,1,0,0,38,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,76,"WOOD,FICK"
28,9,2015,9.58,1.64,0,0,12,0,0,0,0,13,0,0,0,3,0,4,0,0,0,0,0,2,2,0,0,0,3,1,0,0,2,42,"CARTER,RIEGER"
29,9,2015,9.25,1.3,5,0,1,0,0,0,0,10,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24,"KELLER,CAMPBELL"
30,9,2015,9.5,3.2,0,0,12,0,1,1,1,20,1,0,0,1,0,1,0,0,0,0,2,1,2,0,0,0,2,0,0,0,1,46,THERRIEN
1,10,2015,9.17,1.45,0,0,20,0,4,0,0,70,6,0,0,10,0,3,0,0,0,0,4,2,11,0,0,0,0,0,0,0,2,132,"BARBER,SANTOJA"
2,10,2015,4,1,0,0,6,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,19,"KELLER,SCHMOYER"
3,10,2015,7.92,1.7,0,0,10,0,0,0,0,25,3,0,0,3,0,2,0,0,0,0,3,8,4,0,0,0,0,0,0,1,5,64,"DEETER,MERKER"
4,10,2015,10.75,3.36,3,0,2,0,1,7,0,89,9,0,1,3,1,3,0,0,1,0,5,6,2,0,0,0,0,0,0,0,0,133,"WOOD,BROWN"
5,10,2015,10.5,1.55,1,0,1,0,2,0,1,46,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,5,72,CARTTER
6,10,2015,9.75,1.9,0,4,0,0,0,4,0,41,5,0,0,0,0,2,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,64,"FELDMAN,CAMPBELL"
7,10,2015,10.5,3.45,1,1,0,0,1,0,1,136,6,0,0,0,0,10,0,0,0,0,12,1,0,0,0,0,6,0,0,1,1,177,"THERRIEN,KELLER"
8,10,2015,10.5,1,2,0,2,0,1,1,3,49,4,0,1,0,0,2,0,0,0,0,3,0,1,0,0,0,2,0,0,0,2,73,BARBER
9,10,2015,4.83,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SCHMOYER,HUGHES"
10,10,2015,9.5,2.6,10,0,3,0,4,0,2,59,8,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,2,2,0,0,0,102,"KRUEL,DAVIDHEISER"
11,10,2015,10.42,2.64,0,0,0,0,1,1,1,83,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,94,"BLAUER,WLASNIEWSKI"
12,10,2015,10.25,2.27,0,0,2,0,2,0,0,40,0,0,0,0,0,2,0,0,0,0,2,7,1,0,0,0,0,0,1,0,7,64,"CARTER,RIEGER"
13,10,2015,6.5,1.33,15,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,25,"ROBINSON,SCHMOYER"
14,10,2015,10.58,2,63,5,4,0,2,8,8,236,12,0,2,0,0,2,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,352,"GOODRICH,SCHMOYER"
15,10,2015,10.33,2.55,17,2,1,0,1,2,3,291,23,0,1,0,0,5,0,0,0,0,7,2,1,0,0,0,1,0,0,0,2,359,"BARBER,HEVERAN"
16,10,2015,10.25,3.36,17,3,2,10,0,0,2,452,37,0,0,0,0,12,0,1,1,1,6,11,2,0,0,0,10,0,0,1,4,572,"THERRIEN,SANTONJA"
17,10,2015,10.5,2.91,0,5,2,0,3,4,3,521,17,0,1,0,0,10,0,0,1,0,11,4,1,0,0,0,2,0,0,0,0,585,"FICK,DEETER"
