DAY,MO,YR,HRS,OBS,TUVU,BLVU,OSPR,BAEA U,BAEA I,BAEA A,NOHA,SSHA,COHA,NOGO,RSHA,BWHA,SWHA,RTHA,RLHA,GOEA U,GOEA I,GOEA A,AMKE,MERL,PEFA,GYRF,MIKI,STKI,UNID ACCIPITER,UNID BUTEO,UNID EAGLE,UNID FALCON,UNID RAPTOR,RAPTORS,OBSERVERS
30,9,1934,3,4,15,0,1,0,0,1,2,102,2,0,0,2,0,2,0,0,0,0,0,0,1,0,,,,,,,,128,"Broun_M, Paugh_D, other, other, "
7,10,1934,4,10,15,0,10,0,0,1,2,47,15,0,1,1,0,4,0,0,0,1,6,0,0,0,,,,,,,,103,"Broun_M, DVOC, "
8,10,1934,9,1,7,0,3,0,2,0,1,126,42,0,0,0,0,4,0,0,0,0,1,3,3,0,,,,,,,,192,"Broun_M, "
11,10,1934,9,1,1,0,3,0,0,0,6,135,36,24,7,0,0,30,0,0,1,0,2,6,4,0,,,,,,,,256,"Broun_M, Kramer, French_C, "
12,10,1934,9,4,5,0,0,0,1,1,3,87,34,23,3,0,0,205,1,0,2,0,1,0,2,1,,,,,,,,369,"Broun_M, French_C, "
13,10,1934,9,3,3,0,0,1,2,0,0,18,4,19,4,0,0,73,0,0,0,0,0,0,1,0,,,,,,,,125,"Broun_M, plus, "
14,10,1934,10,1,5,0,0,0,2,0,5,38,13,6,3,0,0,177,0,0,5,0,0,0,0,0,,,,,,,,258,"Broun_M, "
15,10,1934,9,1,9,0,0,0,3,0,3,52,11,4,1,0,0,166,1,0,4,0,0,0,0,0,,,,,,,,254,"Broun_M, Kramer, "
16,10,1934,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,1,"Broun_M, "
18,10,1934,9,1,1,0,0,0,1,0,11,466,12,0,1,0,0,40,0,2,0,0,0,0,0,0,,,,,,,,535,"Broun_M, Kramer, "
19,10,1934,9,3,1,0,0,0,0,0,0,64,6,1,6,0,0,105,1,0,0,0,0,0,0,0,,,,,,,,186,"Broun_M, Kramer, "
20,10,1934,9,1,1,0,0,0,1,0,0,12,2,2,2,0,0,29,1,0,0,0,1,0,0,0,,,,,,,,51,"Broun_M, "
21,10,1934,9,3,0,0,0,0,0,0,2,29,6,2,2,0,0,41,0,0,0,0,0,0,0,0,,,,,,,,82,"Broun_M, DlVOC, "
22,10,1934,9,2,0,0,0,0,0,0,1,63,2,0,0,0,0,52,0,0,1,0,0,0,1,0,,,,,,,,120,"Broun_M, Fry_Mrs, "
23,10,1934,9,1,3,0,0,0,2,0,2,99,26,6,5,0,0,427,0,0,0,0,0,0,1,0,,,,,,,,571,"Broun_M, "
24,10,1934,2,1,0,0,0,0,0,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,9,"Broun_M, "
25,10,1934,4,,0,0,0,0,0,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,9,"Broun_M, "
26,10,1934,4,1,0,0,0,0,0,0,2,3,1,0,0,0,0,14,0,0,0,0,0,0,0,0,,,,,,,,20,"Broun_M, "
27,10,1934,4,1,0,0,0,0,0,0,0,11,1,1,0,0,0,13,0,0,0,0,0,0,2,0,,,,,,,,28,"Broun_M, "
28,10,1934,9,2,0,0,0,0,0,0,0,11,1,0,2,0,0,188,0,0,0,2,0,0,1,0,,,,,,,,205,"Broun_M, DVOC, "
29,10,1934,8,1,0,0,0,0,0,0,0,7,1,0,0,0,0,251,0,0,0,1,0,0,0,0,,,,,,,,260,
30,10,1934,9,1,0,0,0,0,0,0,0,41,4,0,0,0,0,171,0,0,0,1,0,0,1,0,,,,,,,,218,
31,10,1934,7,1,1,0,0,0,0,0,2,21,0,0,4,0,0,148,0,0,0,0,0,0,0,0,,,,,,,,176,"Broun_M, "
1,11,1934,7,1,0,0,0,0,1,0,8,24,9,1,6,0,0,592,0,0,0,0,0,0,0,0,,,,,,,,641,"Broun_M, "
2,11,1934,9,1,1,0,0,0,0,0,6,129,8,2,13,0,0,853,0,0,0,0,0,0,0,1,,,,,,,,1013,"Broun_M, "
3,11,1934,8,1,8,0,0,0,1,0,11,37,4,1,4,0,0,308,1,0,0,0,0,0,0,0,,,,,,,,375,"Broun_M, "
4,11,1934,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,,,,,,,,9,"Broun_M, "
5,11,1934,8,1,2,0,0,0,0,0,3,3,0,0,1,0,0,54,0,0,0,0,0,0,0,0,,,,,,,,63,"Broun_M, "
6,11,1934,8,1,1,0,0,0,0,1,1,5,5,0,1,0,0,243,0,0,0,0,0,0,1,0,,,,,,,,258,"Broun_M, "
7,11,1934,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,,,,,,,,27,"Broun_M, "
8,11,1934,8,1,1,0,0,0,0,0,4,21,3,0,1,0,0,26,1,0,0,1,0,0,1,0,,,,,,,,59,"Broun_M, "
9,11,1934,4,1,0,0,0,0,0,0,0,2,2,0,1,0,0,34,0,0,0,0,0,0,0,0,,,,,,,,39,"Broun_M, "
10,11,1934,8,1,0,0,0,0,0,0,1,6,0,0,0,0,0,99,0,0,0,1,0,0,0,0,,,,,,,,107,"Broun_M, "
11,11,1934,9,2,0,0,0,0,0,0,1,15,3,4,1,0,0,269,0,0,0,3,0,0,0,0,,,,,,,,296,"Broun_M, Kramer, "
12,11,1934,8,1,0,0,0,0,0,0,2,5,1,2,0,0,0,426,1,0,0,3,0,0,0,0,,,,,,,,440,"Broun_M, "
13,11,1934,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,42,0,0,0,1,0,0,0,0,,,,,,,,45,"Broun_M, "
14,11,1934,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,4,
15,11,1934,8,1,0,0,0,0,0,0,0,0,0,3,0,0,0,57,1,0,1,0,0,0,0,0,,,,,,,,62,
16,11,1934,8,1,0,0,0,1,0,0,0,3,7,8,0,0,0,57,1,0,0,0,0,0,0,0,,,,,,,,77,
17,11,1934,8,1,0,0,0,0,0,0,1,2,0,0,2,0,0,42,1,0,0,0,0,0,0,0,,,,,,,,48,
18,11,1934,8,1,0,0,0,0,0,0,1,3,0,1,1,0,0,47,4,0,1,0,0,0,0,0,,,,,,,,58,
19,11,1934,8,1,0,0,0,0,0,0,0,2,1,0,0,0,0,17,0,0,0,0,0,0,0,0,,,,,,,,20,
20,11,1934,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,0,0,,,,,,,,13,
21,11,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
22,11,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
23,11,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Pough_R, "
24,11,1934,8,1,0,0,0,0,1,0,1,0,0,2,0,0,0,67,1,2,0,0,0,0,0,0,,,,,,,,74,"Pough_R, "
25,11,1934,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,,,,,,,,8,"Pough_R, "
5,9,1935,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, Threadway_J, "
6,9,1935,9,2,0,0,23,0,6,27,8,10,0,0,0,1,0,4,0,0,0,0,8,0,0,0,,,,,,,,87,"Broun_M, Threadway_J, "
7,9,1935,6,1,0,0,1,0,2,2,5,11,0,0,0,20,0,1,0,0,0,0,1,0,0,0,,,,,,,,43,"Broun_M, Threadway_J, "
8,9,1935,9,1,0,0,5,0,0,2,1,12,3,0,6,53,0,1,0,0,0,0,0,0,0,0,,,,,,,,83,"Broun_M, Threadway_J, Pough_R, "
9,9,1935,9,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,"Broun_M, "
10,9,1935,9,1,2,0,6,0,0,5,2,19,10,0,0,49,0,2,0,0,0,0,14,1,0,0,,,,,,,,111,"Broun_M, "
11,9,1935,8,1,2,0,1,0,0,0,2,4,2,0,5,34,0,0,0,0,0,0,0,0,0,0,,,,,,,,50,"Broun_M, "
12,9,1935,7,1,0,0,1,0,0,0,0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,14,"Broun_M, "
13,9,1935,8,1,7,0,3,0,0,2,5,6,8,0,19,101,0,0,0,0,0,0,0,0,0,0,,,,,,,,151,"Broun_M, "
14,9,1935,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
15,9,1935,9,3,12,0,24,6,2,2,5,34,18,0,2,189,0,2,0,0,0,1,9,0,1,0,,,,,,,,307,"Broun_M, Poole_E, Nunemacher_B, "
16,9,1935,7,1,1,0,1,0,0,0,2,10,7,0,216,487,0,3,0,0,0,1,1,0,0,0,,,,,,,,729,"Broun_M, Poole_E, Nunemacher_B, "
17,9,1935,9,2,15,0,13,0,0,2,3,70,32,0,978,2175,0,4,0,0,0,0,1,0,0,0,,,,,,,,3293,
18,9,1935,7,1,5,0,0,0,0,0,1,34,1,0,17,35,0,2,0,0,0,1,0,0,0,0,,,,,,,,97,
19,9,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
20,9,1935,9,1,4,0,1,0,0,0,1,42,5,0,6,6,0,0,0,0,0,0,6,1,1,0,,,,,,,,73,"Broun_M, "
21,9,1935,7,1,1,0,1,0,0,0,0,30,3,1,52,123,0,4,0,0,0,0,0,0,0,0,,,,,,,,220,"Broun_M, "
22,9,1935,8,3,8,0,7,0,0,1,2,87,13,0,28,64,0,0,0,0,0,0,14,0,1,0,,,,,,,,227,"Broun_M, Poole_E, Nunemacher_B, "
23,9,1935,7,1,1,0,0,0,0,0,0,23,8,0,21,39,0,1,0,0,1,0,0,0,0,0,,,,,,,,94,"Broun_M, "
24,9,1935,8,1,9,0,0,0,0,1,6,56,6,0,88,117,0,6,0,0,0,1,2,0,0,0,,,,,,,,292,"Broun_M, "
25,9,1935,7,1,9,0,2,0,0,0,0,40,4,0,106,144,0,2,0,0,0,0,3,0,0,0,,,,,,,,310,"Broun_M, "
26,9,1935,9,1,9,0,12,0,0,0,1,44,3,0,31,22,0,0,0,0,0,0,0,0,0,0,,,,,,,,129,"Broun_M, "
27,9,1935,9,2,5,0,0,0,0,0,1,12,2,0,5,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,30,"Broun_M, "
28,9,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
29,9,1935,9,1,2,0,6,0,0,0,0,112,0,5,4,23,0,1,0,0,0,0,7,2,1,0,,,,,,,,163,"Broun_M, "
30,9,1935,8,1,3,0,4,0,0,0,1,341,21,0,18,22,0,13,0,0,0,2,8,0,0,0,,,,,,,,436,"Broun_M, Pough_R, "
1,10,1935,9,1,8,0,16,0,0,0,3,110,22,0,12,85,0,9,0,0,1,1,2,0,0,0,,,,,,,,270,"Broun_M, "
2,10,1935,8,1,4,0,6,0,0,0,2,512,48,2,14,70,0,17,0,0,0,0,10,2,1,0,,,,,,,,688,"Broun_M, "
3,10,1935,9,1,3,0,10,0,0,0,0,181,24,0,8,1,0,30,0,0,0,0,8,0,0,0,,,,,,,,265,"Broun_M, "
4,10,1935,9,1,1,0,3,0,0,0,2,680,52,1,13,5,0,18,0,0,0,0,16,3,2,0,,,,,,,,796,"Broun_M, "
5,10,1935,7,1,0,0,0,0,0,0,0,403,12,0,3,0,0,12,0,0,0,0,3,0,0,0,,,,,,,,433,"Broun_M, Kahn_D, "
6,10,1935,8,1,1,0,11,0,1,0,4,149,62,1,33,0,0,193,1,0,2,4,3,4,2,0,,,,,,,,471,"Broun_M, Kahn_D, "
7,10,1935,7,1,1,0,0,0,0,0,1,119,50,1,10,0,0,63,0,0,0,0,1,0,0,0,,,,,,,,246,"Broun_M, "
8,10,1935,7,1,0,0,0,0,0,0,0,17,5,0,4,0,0,20,0,0,1,0,0,0,0,0,,,,,,,,50,"Broun_M, "
9,10,1935,7,,1,0,0,0,0,0,1,75,16,0,8,0,0,14,0,0,0,0,0,0,0,0,,,,,,,,115,"Broun_M, "
11,10,1935,9,1,0,0,0,0,0,0,0,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,23,"Broun_M, "
12,10,1935,9,1,8,0,1,0,0,0,2,53,13,1,1,0,0,27,0,0,0,0,0,0,0,0,,,,,,,,106,"Broun_M, "
13,10,1935,9,1,9,0,6,0,0,0,2,58,4,1,3,0,0,46,0,0,0,0,1,1,1,0,,,,,,,,132,"Broun_M, DVOC, "
14,10,1935,8,1,1,0,0,0,0,0,2,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,34,"Broun_M, "
15,10,1935,8,1,1,0,0,0,0,0,2,42,25,1,5,0,0,112,0,0,2,1,0,1,0,0,,,,,,,,192,"Broun_M, "
16,10,1935,7,1,0,0,0,0,0,0,0,5,1,0,0,0,0,20,0,0,0,0,0,0,0,0,,,,,,,,26,"Broun_M, "
17,10,1935,9,1,1,0,0,0,0,0,1,25,1,2,1,0,0,13,0,0,0,0,0,0,1,0,,,,,,,,45,"Broun_M, "
18,10,1935,8,1,1,0,0,0,0,0,2,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,34,"Broun_M, "
19,10,1935,9,1,1,0,0,0,0,0,2,198,10,0,3,0,0,20,1,0,0,0,0,1,0,0,,,,,,,,236,"Broun_M, "
20,10,1935,9,1,4,0,1,0,0,0,2,243,8,4,3,0,0,225,1,0,2,1,1,1,1,0,,,,,,,,497,"Broun_M, DVOC, "
22,10,1935,5,1,0,0,0,0,0,0,0,5,0,0,1,0,0,6,0,0,0,0,1,0,0,0,,,,,,,,13,"Broun_M, "
23,10,1935,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,1,
24,10,1935,9,1,1,0,0,0,0,0,3,64,5,9,3,0,0,161,0,0,0,4,0,1,0,0,,,,,,,,251,"Broun_M, "
25,10,1935,9,1,1,0,0,0,0,0,1,28,1,1,0,0,0,182,0,0,0,0,0,1,1,0,,,,,,,,216,"Broun_M, "
26,10,1935,9,1,1,0,1,0,0,0,4,36,3,7,3,0,0,466,0,0,0,0,0,0,0,0,,,,,,,,521,"Broun_M, "
27,10,1935,9,1,39,0,0,0,0,0,2,34,2,2,1,0,0,57,1,0,1,0,0,0,0,0,,,,,,,,139,"Broun_M, "
31,10,1935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
1,11,1935,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
2,11,1935,8,1,2,0,0,0,0,0,12,9,7,11,9,0,0,670,0,0,1,1,0,0,0,0,,,,,,,,722,"Broun_M, Fry_Mrs, "
3,11,1935,7,1,1,0,0,0,0,0,2,3,0,3,1,0,0,42,0,0,0,0,0,0,0,0,,,,,,,,52,"Broun_M, "
4,11,1935,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,2,"Broun_M, "
5,11,1935,6,1,145,0,0,0,0,0,14,7,2,2,0,0,0,57,1,0,0,0,1,0,0,0,,,,,,,,229,"Broun_M, "
6,11,1935,8,1,0,0,0,0,0,0,5,23,2,24,4,0,0,254,0,0,0,2,0,0,0,0,,,,,,,,314,"Broun_M, "
7,11,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
8,11,1935,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,,,6,"Broun_M, "
10,11,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
11,11,1935,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,4,"Broun_M, "
12,11,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
13,11,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
14,11,1935,8,1,0,0,1,0,0,0,2,0,0,18,0,0,0,40,0,0,2,3,0,0,0,0,,,,,,,,66,"Broun_M, Poole_E, "
15,11,1935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
16,11,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, ScoutM_Baker, "
17,11,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
18,11,1935,7,1,0,0,0,0,0,0,1,0,1,12,0,0,0,152,0,0,1,5,0,0,0,0,,,,,,,,172,"Broun_M, "
19,11,1935,8,1,0,0,0,0,2,0,2,2,0,3,1,0,0,59,0,0,1,1,0,0,0,0,,,,,,,,71,"Broun_M, "
21,11,1935,7,,0,0,0,0,0,0,0,0,0,9,3,0,0,15,0,0,0,0,0,0,0,0,,,,,,,,27,"Broun_M, "
22,11,1935,7,1,0,0,0,0,0,0,0,0,0,4,2,0,0,9,0,0,0,0,0,0,0,0,,,,,,,,15,"Broun_M, "
23,11,1935,7,1,0,0,0,0,0,0,2,0,0,32,0,0,0,90,0,0,0,1,0,0,1,0,,,,,,,,126,"Broun_M, "
24,11,1935,8,1,0,0,0,0,1,0,0,0,0,51,0,0,0,47,0,0,0,2,0,0,0,0,,,,,,,,101,"Broun_M, "
25,11,1935,8,1,0,0,0,0,0,1,0,0,0,21,0,0,0,8,0,0,0,2,0,0,0,0,,,,,,,,32,"Broun_M, "
26,11,1935,8,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,"Broun_M, "
28,11,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
29,11,1935,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,1,"Broun_M, "
30,11,1935,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,,,,,,,,5,"Broun_M, "
1,12,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
2,12,1935,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,10,"Broun_M, "
5,12,1935,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,3,"Broun_M, "
6,12,1935,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,2,"Broun_M, "
2,9,1936,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,"Broun_M, Clement_R, "
3,9,1936,8,1,0,0,1,0,0,1,2,13,0,0,5,1,0,4,0,0,0,0,3,0,0,0,,,,,,,,30,"Clement_R, "
4,9,1936,8,1,0,0,0,0,0,0,1,10,7,0,0,22,0,1,0,0,0,0,7,0,0,0,,,,,,,,48,"Clement_R, "
5,9,1936,9,1,0,0,3,0,0,2,1,19,10,0,0,257,0,4,0,0,0,0,2,0,0,0,,,,,,,,300,"Clement_R, "
6,9,1936,9,2,0,0,8,0,0,2,3,9,1,0,0,18,0,0,0,0,0,0,2,0,0,0,,,,,,,,43,"Clement_R, "
7,9,1936,9,2,0,0,4,0,0,1,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,23,"Broun_M, Clement_R, "
8,9,1936,9,1,0,0,0,0,0,0,0,11,1,0,0,9,0,1,0,0,0,0,0,0,0,0,,,,,,,,22,"Broun_M, "
9,9,1936,9,1,0,0,11,0,0,1,6,12,4,0,0,51,0,0,0,0,0,0,2,0,0,0,,,,,,,,87,"Broun_M, "
11,9,1936,9,1,0,0,5,0,6,5,3,40,10,0,0,1154,0,4,0,0,0,0,1,0,0,0,,,,,,,,1228,"Broun_M, "
12,9,1936,9,1,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,10,"Broun_M, "
13,9,1936,9,1,0,0,4,0,1,0,3,10,3,0,0,6,0,2,0,0,0,0,1,0,0,0,,,,,,,,30,"Broun_M, "
14,9,1936,9,1,0,0,31,0,4,3,4,7,2,0,0,951,0,2,0,0,0,0,0,1,1,0,,,,,,,,1006,"Broun_M, "
15,9,1936,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
16,9,1936,9,1,25,0,2,0,0,1,0,17,1,1,0,718,0,1,0,0,0,0,1,0,0,0,,,,,,,,767,"Broun_M, "
17,9,1936,9,1,1,0,52,0,12,6,8,92,10,3,0,3398,0,9,0,0,1,1,10,1,0,0,,,,,,,,3604,"Broun_M, "
18,9,1936,6,1,0,0,1,0,1,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,,,,,,,10,"Broun_M, "
19,9,1936,9,1,0,0,14,0,1,3,0,37,8,0,0,97,0,2,0,0,1,0,2,1,0,0,,,,,,,,166,"Broun_M, "
20,9,1936,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"Broun_M, "
21,9,1936,9,1,0,0,3,0,0,0,2,5,0,0,0,217,0,1,0,0,0,0,1,0,0,0,,,,,,,,230,"Broun_M, "
22,9,1936,9,1,1,0,2,0,0,0,2,28,0,0,0,7,0,1,0,0,0,0,2,0,0,0,,,,,,,,43,"Broun_M, "
24,9,1936,9,1,0,0,1,0,0,0,0,8,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,,,,,,,13,"Broun_M, "
25,9,1936,9,1,4,0,2,0,0,0,0,38,4,1,0,41,0,7,0,0,0,0,4,0,0,0,,,,,,,,101,"Broun_M, "
26,9,1936,9,1,8,0,5,0,0,0,5,58,11,1,0,8,0,14,0,0,0,1,0,0,2,0,,,,,,,,113,"Broun_M, "
27,9,1936,4,1,5,0,13,0,0,0,2,13,3,0,0,5,0,1,0,0,0,0,1,0,0,0,,,,,,,,43,"Broun_M, "
28,9,1936,9,1,2,0,7,0,0,0,2,89,18,3,0,11,0,9,0,0,0,0,14,1,2,0,,,,,,,,158,"Broun_M, "
29,9,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
30,9,1936,4,1,0,0,4,0,0,0,1,4,0,1,0,0,0,5,0,0,0,0,0,1,2,0,,,,,,,,18,"Broun_M, "
1,10,1936,9,1,0,0,3,0,0,0,1,68,9,0,1,2,0,9,0,0,1,2,0,3,3,0,,,,,,,,102,"Broun_M, "
2,10,1936,9,1,0,0,3,0,0,1,1,60,6,1,7,2,0,24,0,0,0,0,2,0,0,0,,,,,,,,107,"Broun_M, "
3,10,1936,9,1,0,0,1,0,0,0,2,104,17,0,8,0,0,22,0,0,0,0,5,0,0,0,,,,,,,,160,"Broun_M, "
4,10,1936,9,1,4,0,2,0,0,0,1,128,14,1,3,0,0,23,0,0,0,1,0,0,1,0,,,,,,,,178,"Broun_M, "
5,10,1936,9,1,0,0,2,0,0,0,2,63,5,0,5,0,0,5,0,0,0,0,1,0,1,0,,,,,,,,84,"Broun_M, "
6,10,1936,9,1,0,0,0,0,0,0,0,10,3,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,17,"Broun_M, Guss_S, "
7,10,1936,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,
8,10,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
9,10,1936,9,1,0,0,2,0,0,0,4,65,10,1,2,0,0,17,0,0,0,0,3,0,1,0,,,,,,,,105,"Broun_M, "
10,10,1936,2,1,0,0,1,0,0,0,0,11,1,0,0,0,0,7,0,0,0,0,1,0,0,0,,,,,,,,22,"Broun_M, Edge_R, Edge_P, "
11,10,1936,9,1,0,0,3,0,3,0,4,438,32,0,5,0,0,40,0,0,1,1,10,4,1,0,,,,,,,,545,"Broun_M, "
12,10,1936,9,1,0,0,4,0,6,0,4,472,76,3,9,0,0,97,0,0,0,1,8,6,8,0,,,,,,,,694,"Broun_M, "
13,10,1936,9,1,0,0,1,0,0,0,3,14,11,0,8,0,0,51,0,0,0,1,0,0,1,0,,,,,,,,92,"Broun_M, "
14,10,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
15,10,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
16,10,1936,9,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,3,"Broun_M, "
17,10,1936,4,1,0,0,0,0,0,0,2,83,3,0,0,0,0,12,0,0,0,1,2,8,4,0,,,,,,,,115,"Broun_M, "
18,10,1936,9,1,0,0,1,0,1,0,5,395,30,0,6,0,0,157,0,0,2,1,0,2,2,0,,,,,,,,602,"Broun_M, "
19,10,1936,9,1,0,0,1,0,0,0,7,901,61,6,6,0,0,519,0,0,1,4,8,0,2,0,,,,,,,,1516,"Broun_M, "
20,10,1936,9,1,8,0,1,0,0,1,4,200,8,1,3,0,0,183,0,0,1,0,0,0,0,0,,,,,,,,410,"Broun_M, "
21,10,1936,9,1,10,0,0,0,0,0,8,200,6,0,3,0,0,42,0,0,0,0,2,2,0,0,,,,,,,,273,"Broun_M, "
22,10,1936,9,1,11,0,0,0,0,0,11,232,13,0,3,0,0,14,0,0,0,0,5,2,1,0,,,,,,,,292,"Broun_M, "
23,10,1936,2,1,0,0,0,0,0,0,5,44,10,1,19,0,0,35,0,0,0,0,0,0,0,0,,,,,,,,114,"Broun_M, "
24,10,1936,9,1,0,0,1,0,2,0,6,23,12,6,20,0,0,343,0,0,0,1,0,0,0,0,,,,,,,,414,"Broun_M, "
25,10,1936,9,1,0,0,0,0,3,0,2,152,14,6,11,0,0,410,0,0,0,0,0,2,2,0,,,,,,,,602,"Broun_M, "
26,10,1936,2,1,0,0,0,0,0,0,0,22,2,1,1,0,0,120,0,0,0,2,0,0,0,0,,,,,,,,148,"Broun_M, "
27,10,1936,9,1,0,0,0,0,0,0,0,1,2,5,6,0,0,35,0,0,0,0,0,0,0,0,,,,,,,,49,"Broun_M, "
28,10,1936,9,1,0,0,0,0,0,0,3,17,2,11,3,0,0,74,0,0,0,0,0,0,0,0,,,,,,,,110,"Broun_M, "
29,10,1936,9,1,0,0,0,0,0,0,1,23,2,7,1,0,0,23,0,0,1,1,0,0,0,0,,,,,,,,59,"Broun_M, "
30,10,1936,9,1,1,0,0,0,1,1,2,21,4,2,1,0,0,124,1,0,1,3,0,0,0,0,,,,,,,,162,"Broun_M, "
